origin,destination,is_same_country,measurement_id,probe_id,timestamp,distance_km,rtt_obs_ms,rtt_dir_ms,delta_ms,tier,tier_label,unexplained_inflation,transits_external,external_asns,hop_count
Guatemala,Guatemala,True,185927727,1009618,,3,26.3,2.0,24.3,intra_sica,Intra-SICA,True,False,,11
Guatemala,Guatemala,True,185927727,30831,,11,63.9,2.1,61.8,intra_sica,Intra-SICA,True,False,,12
Guatemala,Guatemala,True,185927727,7422,,3,71.2,2.0,69.2,physical_exit,Salida física confirmada,False,True,12956,8
Guatemala,Guatemala,True,185927727,7528,,1,0.2,2.0,-1.8,intra_sica,Intra-SICA,False,False,,1
Guatemala,Guatemala,True,175680474,1009618,,3,50.8,2.0,48.8,physical_exit,Salida física confirmada,False,True,174,12
Guatemala,Guatemala,True,175680474,7422,,3,23.7,2.0,21.7,physical_exit,Salida física confirmada,False,True,12956,8
Guatemala,Guatemala,True,175680474,30831,,11,93.5,2.1,91.4,physical_exit,Salida física confirmada,False,True,174,13
Guatemala,Guatemala,True,175680474,7528,,1,0.1,2.0,-1.9,intra_sica,Intra-SICA,False,False,,1
Guatemala,Guatemala,True,168336739,7528,,1,0.1,2.0,-1.9,intra_sica,Intra-SICA,False,False,,1
Guatemala,Guatemala,True,168336739,1009618,,3,48.6,2.0,46.5,physical_exit,Salida física confirmada,False,True,174,12
Guatemala,Guatemala,True,168336739,7422,,3,23.8,2.0,21.8,physical_exit,Salida física confirmada,False,True,12956,8
Guatemala,Guatemala,True,168336739,30831,,11,85.1,2.1,83.0,physical_exit,Salida física confirmada,False,True,174,13
Guatemala,Guatemala,True,168336739,1010971,,100,63.6,3.0,60.6,physical_exit,Salida física confirmada,False,True,23520,10
El Salvador,El Salvador,True,185983074,1013586,,116,15.1,3.2,12.0,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,185983074,1014263,,4,35.6,2.0,33.5,physical_exit,Salida física confirmada,False,True,23520;12956,15
El Salvador,El Salvador,True,185983074,30359,,3,37.7,2.0,35.7,physical_exit,Salida física confirmada,False,True,23520;12956,14
El Salvador,El Salvador,True,185983074,64062,,3,61.6,2.0,59.6,physical_exit,Salida física confirmada,False,True,6453;12956,15
El Salvador,El Salvador,True,185983074,64166,,1,1.5,2.0,-0.5,intra_sica,Intra-SICA,False,False,,6
El Salvador,El Salvador,True,185983074,64366,,3,14.7,2.0,12.7,physical_exit,Salida física confirmada,False,True,12956,13
El Salvador,El Salvador,True,185983074,64959,,0,57.7,2.0,55.7,physical_exit,Salida física confirmada,False,True,1299;12956,15
El Salvador,El Salvador,True,185983074,65093,,7,1.6,2.1,-0.5,intra_sica,Intra-SICA,False,False,,6
El Salvador,El Salvador,True,185983074,65161,,6,15.7,2.1,13.7,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,185983074,65301,,10,61.7,2.1,59.6,physical_exit,Salida física confirmada,False,True,6453;12956,15
El Salvador,El Salvador,True,185983074,65415,,3,14.2,2.0,12.2,physical_exit,Salida física confirmada,False,True,12956,12
El Salvador,El Salvador,True,185983074,7607,,2,59.6,2.0,57.6,physical_exit,Salida física confirmada,False,True,174;12956,14
El Salvador,El Salvador,True,185983074,7650,,1,0.0,2.0,-2.0,intra_sica,Intra-SICA,False,False,,1
El Salvador,El Salvador,True,185983074,7673,,116,15.0,3.2,11.8,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,175689076,1013586,,116,15.5,3.2,12.3,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,175689076,65415,,3,14.8,2.0,12.7,physical_exit,Salida física confirmada,False,True,12956,12
El Salvador,El Salvador,True,175689076,64959,,0,58.7,2.0,56.7,physical_exit,Salida física confirmada,False,True,1299;12956,15
El Salvador,El Salvador,True,175689076,65301,,10,90.5,2.1,88.4,physical_exit,Salida física confirmada,False,True,6453;12956,15
El Salvador,El Salvador,True,175689076,64166,,1,1.5,2.0,-0.5,intra_sica,Intra-SICA,False,False,,6
El Salvador,El Salvador,True,175689076,65093,,7,1.6,2.1,-0.4,intra_sica,Intra-SICA,False,False,,6
El Salvador,El Salvador,True,175689076,30359,,3,56.9,2.0,54.8,physical_exit,Salida física confirmada,False,True,23520;12956,17
El Salvador,El Salvador,True,175689076,7607,,2,60.3,2.0,58.3,physical_exit,Salida física confirmada,False,True,6762;12956,14
El Salvador,El Salvador,True,175689076,7650,,1,0.1,2.0,-1.9,intra_sica,Intra-SICA,False,False,,1
El Salvador,El Salvador,True,175689076,1014263,,4,61.8,2.0,59.8,physical_exit,Salida física confirmada,False,True,23520;6830;12956,18
El Salvador,El Salvador,True,175689076,64062,,3,64.0,2.0,62.0,physical_exit,Salida física confirmada,False,True,6453;12956,15
El Salvador,El Salvador,True,175689076,65161,,6,16.0,2.1,14.0,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,175689076,7673,,116,16.2,3.2,13.0,physical_exit,Salida física confirmada,False,True,12956,13
El Salvador,El Salvador,True,175689076,64366,,3,15.0,2.0,13.0,physical_exit,Salida física confirmada,False,True,12956,13
El Salvador,El Salvador,True,168244895,65415,,3,14.6,2.0,12.6,physical_exit,Salida física confirmada,False,True,12956,12
El Salvador,El Salvador,True,168244895,65301,,10,65.0,2.1,63.0,physical_exit,Salida física confirmada,False,True,6453;12956,15
El Salvador,El Salvador,True,168244895,64366,,3,14.9,2.0,12.9,physical_exit,Salida física confirmada,False,True,12956,13
El Salvador,El Salvador,True,168244895,7607,,2,91.4,2.0,89.3,physical_exit,Salida física confirmada,False,True,1299;12956,16
El Salvador,El Salvador,True,168244895,64062,,3,63.7,2.0,61.7,physical_exit,Salida física confirmada,False,True,6453;12956,15
El Salvador,El Salvador,True,168244895,7650,,1,0.0,2.0,-2.0,intra_sica,Intra-SICA,False,False,,1
El Salvador,El Salvador,True,168244895,1014263,,4,58.9,2.0,56.8,physical_exit,Salida física confirmada,False,True,23520;6830;12956,18
El Salvador,El Salvador,True,168244895,30359,,3,56.9,2.0,54.9,physical_exit,Salida física confirmada,False,True,23520;12956,17
El Salvador,El Salvador,True,168244895,1013586,,116,15.5,3.2,12.3,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,168244895,65093,,7,1.5,2.1,-0.6,intra_sica,Intra-SICA,False,False,,6
El Salvador,El Salvador,True,168244895,64166,,1,1.3,2.0,-0.7,intra_sica,Intra-SICA,False,False,,6
El Salvador,El Salvador,True,168244895,7673,,116,16.1,3.2,12.9,physical_exit,Salida física confirmada,False,True,12956,13
El Salvador,El Salvador,True,168244895,65161,,6,15.9,2.1,13.9,physical_exit,Salida física confirmada,False,True,12956,11
El Salvador,El Salvador,True,168244895,64959,,0,58.3,2.0,56.3,physical_exit,Salida física confirmada,False,True,1299;12956,15
Honduras,Honduras,True,185986898,1008057,,4,0.9,2.0,-1.2,intra_sica,Intra-SICA,False,False,,7
Honduras,Honduras,True,185986898,1015933,,2,0.6,2.0,-1.5,intra_sica,Intra-SICA,False,False,,5
Honduras,Honduras,True,185986898,1016318,,2,2.3,2.0,0.3,intra_sica,Intra-SICA,False,False,,6
Honduras,Honduras,True,185986898,55740,,13,0.8,2.1,-1.4,intra_sica,Intra-SICA,False,False,,5
Honduras,Honduras,True,185986898,60070,,4,0.8,2.0,-1.3,intra_sica,Intra-SICA,False,False,,3
Honduras,Honduras,True,185986898,60896,,159,89.0,3.6,85.4,physical_exit,Salida física confirmada,False,True,1299;54082,11
Honduras,Honduras,True,185986898,61860,,180,44.5,3.8,40.7,physical_exit,Salida física confirmada,False,True,14593;12956,9
Honduras,Honduras,True,185986898,62564,,181,58.1,3.8,54.3,physical_exit,Salida física confirmada,False,True,6453;12956,13
Honduras,Honduras,True,185986898,7283,,1,0.1,2.0,-1.9,intra_sica,Intra-SICA,False,False,,1
Externo (US),Honduras,False,177223158,6452,,1401,21.8,16.0,5.7,external_regional,ASN externo (tránsito regional),False,True,20473;1299;54082,10
Honduras,Honduras,True,175652229,1013731,,214,6.4,4.1,2.2,intra_sica,Intra-SICA,False,False,,5
Honduras,Honduras,True,175652229,1008057,,4,0.9,2.0,-1.1,intra_sica,Intra-SICA,False,False,,7
Honduras,Honduras,True,175652229,55740,,13,1.0,2.1,-1.1,intra_sica,Intra-SICA,False,False,,5
Honduras,Honduras,True,175652229,62564,,181,61.7,3.8,57.9,physical_exit,Salida física confirmada,False,True,6453;12956,13
Honduras,Honduras,True,175652229,7283,,1,0.0,2.0,-2.0,intra_sica,Intra-SICA,False,False,,1
Honduras,Honduras,True,175652229,60070,,4,0.6,2.0,-1.4,intra_sica,Intra-SICA,False,False,,3
Honduras,Honduras,True,175652229,60896,,159,62.2,3.6,58.6,physical_exit,Salida física confirmada,False,True,1299;54082,11
Nicaragua,Nicaragua,True,160951303,62770,,125,3.0,3.2,-0.2,intra_sica,Intra-SICA,False,False,,6
Nicaragua,Nicaragua,True,160951303,60011,,145,3.3,3.5,-0.2,intra_sica,Intra-SICA,False,False,,2
Nicaragua,Nicaragua,True,160951303,62443,,124,13.4,3.2,10.2,physical_exit,Salida física confirmada,False,True,13335,13
Nicaragua,Nicaragua,True,160951303,60698,,125,5.8,3.2,2.5,intra_sica,Intra-SICA,False,False,,6
Nicaragua,Nicaragua,True,160951303,61032,,123,10.7,3.2,7.4,intra_sica,Intra-SICA,True,False,,10
Costa Rica,Nicaragua,False,160951303,1014262,,278,42.3,4.8,37.5,intra_sica,Intra-SICA,True,False,,6
Nicaragua,Nicaragua,True,160951303,61332,,109,3.6,3.1,0.5,intra_sica,Intra-SICA,False,False,,8
Nicaragua,Nicaragua,True,160951303,62729,,122,12.7,3.2,9.4,physical_exit,Salida física confirmada,False,True,13335,13
Nicaragua,Nicaragua,True,157898045,62729,,122,14.1,3.2,10.9,physical_exit,Salida física confirmada,False,True,13335,13
Nicaragua,Nicaragua,True,157898045,62770,,125,2.9,3.2,-0.3,intra_sica,Intra-SICA,False,False,,6
Nicaragua,Nicaragua,True,157898045,61032,,123,17.4,3.2,14.1,intra_sica,Intra-SICA,True,False,,10
Nicaragua,Nicaragua,True,157898045,60698,,125,3.8,3.2,0.5,intra_sica,Intra-SICA,False,False,,6
Nicaragua,Nicaragua,True,157898045,60011,,145,3.3,3.5,-0.1,intra_sica,Intra-SICA,False,False,,2
Nicaragua,Nicaragua,True,157898045,61332,,109,3.3,3.1,0.2,intra_sica,Intra-SICA,False,False,,8
Nicaragua,Nicaragua,True,157898045,62443,,124,11.5,3.2,8.3,physical_exit,Salida física confirmada,False,True,13335,13
Nicaragua,Nicaragua,True,153423739,53601,,0,16.6,2.0,14.6,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,175656313,1007866,,176,9.4,3.8,5.6,intra_sica,Intra-SICA,False,False,,9
Costa Rica,Costa Rica,True,175656313,65274,,168,52.5,3.7,48.8,physical_exit,Salida física confirmada,False,True,1299,13
Costa Rica,Costa Rica,True,175656313,1010623,,9,17.9,2.1,15.8,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,175656313,1015075,,171,9.5,3.7,5.8,intra_sica,Intra-SICA,False,False,,3
Costa Rica,Costa Rica,True,175656313,1014261,,101,73.0,3.0,69.9,physical_exit,Salida física confirmada,False,True,1299,17
Costa Rica,Costa Rica,True,175656313,4888,,162,71.0,3.6,67.4,physical_exit,Salida física confirmada,False,True,1299,16
Costa Rica,Costa Rica,True,175656313,1010987,,21,14.0,2.2,11.8,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,175656313,1010674,,23,14.5,2.2,12.3,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,175656313,1010652,,14,16.2,2.1,14.0,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,175656313,1010673,,52,12.8,2.5,10.3,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,175656313,20898,,212,10.1,4.1,6.0,external_regional,ASN externo (tránsito regional),False,True,23520,10
Costa Rica,Costa Rica,True,175656313,65817,,171,69.7,3.7,66.0,physical_exit,Salida física confirmada,False,True,1299,16
Costa Rica,Costa Rica,True,175656313,7510,,1,0.4,2.0,-1.6,intra_sica,Intra-SICA,False,False,,2
Costa Rica,Costa Rica,True,175656313,1147,,172,72.0,3.7,68.3,physical_exit,Salida física confirmada,False,True,1299,13
Costa Rica,Costa Rica,True,175656313,7541,,170,47.9,3.7,44.2,physical_exit,Salida física confirmada,False,True,1299,14
Costa Rica,Costa Rica,True,175656313,65939,,164,24.1,3.6,20.5,physical_exit,Salida física confirmada,False,True,23520,14
Costa Rica,Costa Rica,True,175656313,1010704,,2,61.1,2.0,59.1,physical_exit,Salida física confirmada,False,True,1299,15
Costa Rica,Costa Rica,True,175656313,7525,,21,13.6,2.2,11.4,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,175656313,1010701,,164,17.4,3.6,13.8,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,175656313,1003225,,172,48.2,3.7,44.5,physical_exit,Salida física confirmada,False,True,1299,14
Costa Rica,Costa Rica,True,168303410,1010701,,164,17.5,3.6,13.9,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,168303410,1010652,,14,16.7,2.1,14.5,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,168303410,1015075,,171,9.6,3.7,5.8,intra_sica,Intra-SICA,False,False,,3
Costa Rica,Costa Rica,True,168303410,7525,,21,12.7,2.2,10.5,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,168303410,7510,,1,0.5,2.0,-1.5,intra_sica,Intra-SICA,False,False,,2
Costa Rica,Costa Rica,True,168303410,1010673,,52,13.0,2.5,10.4,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,168303410,1014261,,101,71.1,3.0,68.1,physical_exit,Salida física confirmada,False,True,1299,17
Costa Rica,Costa Rica,True,168303410,7541,,170,50.4,3.7,46.7,physical_exit,Salida física confirmada,False,True,1299,14
Costa Rica,Costa Rica,True,168303410,1014262,,191,86.8,3.9,82.9,physical_exit,Salida física confirmada,False,True,1299,13
Costa Rica,Costa Rica,True,168303410,4888,,162,12.5,3.6,8.9,intra_sica,Intra-SICA,True,False,,13
Costa Rica,Costa Rica,True,168303410,1010987,,21,12.3,2.2,10.1,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,168303410,65939,,164,40.8,3.6,37.2,physical_exit,Salida física confirmada,False,True,23520,17
Costa Rica,Costa Rica,True,168303410,1007866,,176,8.8,3.8,5.0,intra_sica,Intra-SICA,False,False,,9
Costa Rica,Costa Rica,True,168303410,1010623,,9,18.2,2.1,16.1,intra_sica,Intra-SICA,True,False,,4
Costa Rica,Costa Rica,True,168303410,65817,,171,69.5,3.7,65.8,physical_exit,Salida física confirmada,False,True,1299,16
Costa Rica,Costa Rica,True,168303410,1147,,172,70.4,3.7,66.7,physical_exit,Salida física confirmada,False,True,1299,13
Costa Rica,Costa Rica,True,168303410,20898,,212,10.3,4.1,6.2,external_regional,ASN externo (tránsito regional),False,True,23520,10
Costa Rica,Costa Rica,True,168303410,1010674,,23,13.6,2.2,11.3,intra_sica,Intra-SICA,True,False,,7
Costa Rica,Costa Rica,True,168303410,1003225,,172,48.1,3.7,44.4,physical_exit,Salida física confirmada,False,True,1299,14
Panama,Panama,True,185952769,1003771,,1,4.5,2.0,2.5,intra_sica,Intra-SICA,False,False,,7
Panama,Panama,True,185952769,1003790,,160,5.4,3.6,1.8,intra_sica,Intra-SICA,False,False,,6
Panama,Panama,True,185952769,1004280,,42,1.8,2.4,-0.6,intra_sica,Intra-SICA,False,False,,5
Panama,Panama,True,185952769,1004284,,1,0.8,2.0,-1.2,intra_sica,Intra-SICA,False,False,,5
Panama,Panama,True,185952769,1004297,,1,0.8,2.0,-1.2,intra_sica,Intra-SICA,False,False,,5
Panama,Panama,True,185952769,1004302,,1,1.3,2.0,-0.7,intra_sica,Intra-SICA,False,False,,4
Panama,Panama,True,185952769,1004303,,1,2.1,2.0,0.1,intra_sica,Intra-SICA,False,False,,5
Panama,Panama,True,185952769,1004305,,2,1.5,2.0,-0.5,intra_sica,Intra-SICA,False,False,,4
Panama,Panama,True,185952769,1004510,,7,3.6,2.1,1.5,intra_sica,Intra-SICA,False,False,,6
Panama,Panama,True,185952769,1004836,,292,10.4,4.9,5.5,intra_sica,Intra-SICA,False,False,,6
Panama,Panama,True,185952769,1005086,,52,1.0,2.5,-1.5,intra_sica,Intra-SICA,False,False,,4
Panama,Panama,True,185952769,1007560,,1,9.8,2.0,7.8,intra_sica,Intra-SICA,True,False,,7
Panama,Panama,True,185952769,1010241,,0,9.1,2.0,7.1,intra_sica,Intra-SICA,True,False,,7
Panama,Panama,True,185952769,1010811,,10,1.2,2.1,-0.9,intra_sica,Intra-SICA,False,False,,7
Panama,Panama,True,185952769,1014950,,0,2.9,2.0,0.9,intra_sica,Intra-SICA,False,False,,5
Panama,Panama,True,185952769,35556,,328,72.5,5.3,67.3,physical_exit,Salida física confirmada,False,True,14593;12956;6762,14
Panama,Panama,True,185952769,65007,,28,3.3,2.3,1.0,intra_sica,Intra-SICA,False,False,,6
Panama,Panama,True,185952769,65392,,27,141.1,2.3,138.8,physical_exit,Salida física confirmada,False,True,14593;12956;6762,15
Panama,Panama,True,185952769,65742,,1,9.5,2.0,7.5,intra_sica,Intra-SICA,True,False,,6
Panama,Panama,True,185952769,7104,,0,0.2,2.0,-1.8,intra_sica,Intra-SICA,False,False,,1
Externo (US),Panama,False,179991357,1011060,,5091,119.7,52.9,66.8,external_regional,ASN externo (tránsito regional),False,True,7960;2152;3356;1299,18
Externo (SG),Panama,False,179799717,6487,,18814,293.4,190.1,103.3,external_regional,ASN externo (tránsito regional),False,True,36236;31713;6762,11
Republica Dominicana,Republica Dominicana,True,185825088,28779,,113,146.5,3.1,143.4,physical_exit,Salida física confirmada,False,True,207036;53667;174,19
Republica Dominicana,Republica Dominicana,True,185825088,50082,,49,29.7,2.5,27.2,physical_exit,Salida física confirmada,False,True,174,10
Republica Dominicana,Republica Dominicana,True,185825088,51981,,113,34.7,3.1,31.5,physical_exit,Salida física confirmada,False,True,174,10
Republica Dominicana,Republica Dominicana,True,185825088,62536,,121,61.0,3.2,57.8,physical_exit,Salida física confirmada,False,True,23520,13
Republica Dominicana,Republica Dominicana,True,185825088,6364,,49,2.0,2.5,-0.5,intra_sica,Intra-SICA,False,False,,7
Republica Dominicana,Republica Dominicana,True,185825088,6546,,11,1.1,2.1,-1.0,intra_sica,Intra-SICA,False,False,,8
Republica Dominicana,Republica Dominicana,True,185825088,65473,,15,27.2,2.1,25.1,physical_exit,Salida física confirmada,False,True,174,10
Republica Dominicana,Republica Dominicana,True,185825088,7106,,0,0.3,2.0,-1.7,intra_sica,Intra-SICA,False,False,,4
Republica Dominicana,Republica Dominicana,True,185825088,7390,,0,0.1,2.0,-1.9,intra_sica,Intra-SICA,False,False,,1
Republica Dominicana,Republica Dominicana,True,184063235,28779,,113,146.9,3.1,143.8,physical_exit,Salida física confirmada,False,True,207036;53667;6939;6762;23520,20
Republica Dominicana,Republica Dominicana,True,184063235,62536,,121,61.4,3.2,58.2,physical_exit,Salida física confirmada,False,True,23520,13
Externo (CW),Republica Dominicana,False,184063235,64962,,824,78.3,10.2,68.1,physical_exit,Salida física confirmada,False,True,52233;11081;23520,13
Republica Dominicana,Republica Dominicana,True,184063235,7106,,0,0.3,2.0,-1.7,intra_sica,Intra-SICA,False,False,,4
Externo (CU),Republica Dominicana,False,184063235,12734,,1291,76.2,14.9,61.3,physical_exit,Salida física confirmada,False,True,27725;11960;23520,16
Externo (TT),Republica Dominicana,False,184063235,18923,,1409,96.9,16.1,80.8,physical_exit,Salida física confirmada,False,True,27800;174,18
Republica Dominicana,Republica Dominicana,True,184063235,7390,,0,0.1,2.0,-1.9,intra_sica,Intra-SICA,False,False,,1
Externo (CW),Republica Dominicana,False,184063235,1013064,,824,65.2,10.2,54.9,physical_exit,Salida física confirmada,False,True,272996;26505;23520,11
Republica Dominicana,Republica Dominicana,True,184063235,65473,,15,27.3,2.1,25.1,physical_exit,Salida física confirmada,False,True,174,10
Republica Dominicana,Republica Dominicana,True,184063235,51981,,113,35.5,3.1,32.4,physical_exit,Salida física confirmada,False,True,174,10
Republica Dominicana,Republica Dominicana,True,184063235,6364,,49,2.1,2.5,-0.4,intra_sica,Intra-SICA,False,False,,7
Externo (HT),Republica Dominicana,False,184063235,1005627,,194,45.0,3.9,41.0,physical_exit,Salida física confirmada,False,True,14593;3257;174,13
Republica Dominicana,Republica Dominicana,True,184063235,60205,,15,31.7,2.1,29.5,physical_exit,Salida física confirmada,False,True,174,10
Republica Dominicana,Republica Dominicana,True,184063235,6546,,11,1.1,2.1,-1.0,intra_sica,Intra-SICA,False,False,,8
Externo (US),Republica Dominicana,False,177217087,52043,,610,51.6,8.1,43.5,physical_exit,Salida física confirmada,False,True,14638;23520,10
Guatemala,El Salvador,False,189779184,7528,1783994285,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784015895,173,33.4,3.7,29.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784037491,173,33.3,3.7,29.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784059094,173,30.2,3.7,26.4,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784080691,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784102290,173,30.3,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784123896,173,33.3,3.7,29.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784145486,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784167089,173,30.1,3.7,26.4,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784188696,173,30.2,3.7,26.4,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784210294,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784231885,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784253483,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784275094,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784296693,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784318282,173,30.2,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784339894,173,30.3,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784361484,173,30.2,3.7,26.4,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784383094,173,30.3,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,El Salvador,False,189779184,7528,1784404695,173,30.2,3.7,26.4,physical_exit,Salida física confirmada,False,True,174;12956,13
Guatemala,Honduras,False,189779185,7528,1783994415,285,31.1,4.9,26.3,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784016018,285,26.6,4.9,21.8,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784037612,285,26.7,4.9,21.9,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784059217,285,54.9,4.9,50.1,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784080812,285,55.0,4.9,50.2,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784102413,285,54.9,4.9,50.1,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784124022,285,55.1,4.9,50.3,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784145611,285,54.9,4.9,50.1,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784167218,285,55.0,4.9,50.2,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784188811,285,55.0,4.9,50.1,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784210422,285,56.6,4.9,51.8,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784232018,285,62.4,4.9,57.5,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784253619,285,55.7,4.9,50.8,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784275221,285,55.7,4.9,50.8,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784296823,285,55.6,4.9,50.8,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784318410,285,55.0,4.9,50.1,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784340022,285,55.0,4.9,50.2,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784361624,285,55.1,4.9,50.3,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784383216,285,54.9,4.9,50.1,intra_sica,Intra-SICA,True,False,,8
Guatemala,Honduras,False,189779185,7528,1784404816,285,55.1,4.9,50.3,intra_sica,Intra-SICA,True,False,,8
Guatemala,Nicaragua,False,189779186,7528,1783994263,652,36.7,8.5,28.2,physical_exit,Salida física confirmada,False,True,12956;1299,10
Guatemala,Nicaragua,False,189779186,7528,1784015867,652,36.7,8.5,28.2,physical_exit,Salida física confirmada,False,True,12956;1299,10
Guatemala,Nicaragua,False,189779186,7528,1784037466,652,55.3,8.5,46.8,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784059069,652,55.3,8.5,46.8,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784080659,652,55.5,8.5,46.9,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784102265,652,55.2,8.5,46.7,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784123865,652,55.3,8.5,46.7,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784145463,652,55.1,8.5,46.6,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784167060,652,55.4,8.5,46.9,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784188661,652,55.3,8.5,46.7,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784210263,652,55.3,8.5,46.8,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784231866,652,56.2,8.5,47.7,physical_exit,Salida física confirmada,False,True,174,11
Guatemala,Nicaragua,False,189779186,7528,1784253459,652,54.9,8.5,46.4,physical_exit,Salida física confirmada,False,True,174,11
